paper_id,title
34-IND,SELENE: Selective and Evidence-Weighted LLM Debating for Efficient and Reliable Reasoning
39-IND,KV Pareto: Systems-Level Optimization of KV Cache and Model Compression for Long Context Inference
45-IND,MizanQA: A Benchmark for Multi-Answer Moroccan Legal QA
999-FIND,CLICKER: Cross-Lingual Knowledge Editing via In-Context Learning with Adaptive Stepwise Reasoning
1018-FIND,Stay Focused: Problem Drift in Multi-Agent Debate
1087-FIND,Improving the OOD Performance of Closed-Source LLMs on NLI Through Strategic Data Selection
1112-FIND,code_transformed: The Influence of Large Language Models on Code
1125-FIND,GRAFF: GRaph-Augmented Fine-grained Fusion for Large Language Models
1256-FIND,SD-E2: Semantic Exploration for Reasoning Under Token Budgets
1308-FIND,SrcMix: Mixing of Related Source Languages Benefits Extremely Low-resource Machine Translation
1342-FIND,Learning to Judge: LLMs Designing and Applying Evaluation Rubrics
1369-FIND,AGIC: Attention-Guided Image Captioning to Improve Caption Relevance
1406-FIND,Abstractive Summarization of Bengali Academic Videos Based on Audio Subtitles
423-MAIN,AdaptBPE: From General Purpose to Specialized Tokenizers
533-MAIN,BabyBabelLM: A Multilingual Benchmark of Developmentally Plausible Training Data
695-MAIN,GAST: Gradient-aligned Sparse Tuning of Large Language Models with Data-layer Selection
909-MAIN,Beyond Random Sampling: Efficient Language Model Pretraining via Curriculum Learning
950-FIND,Completely Modular Fine-tuning for Dynamic Language Adaptation
1004-FIND,Multilingual Self-Taught Faithfulness Evaluators
1041-FIND,"A Comprehensive Evaluation of Multilingual Chain-of-Thought Reasoning: Performance, Consistency, and Faithfulness Across Languages"
1047-FIND,ORSO QGen: Odds-Ratio Steerable Optimization for Controlling Question Generation
1106-FIND,COIG-P: A High-Quality and Large-Scale Chinese Preference Dataset for Alignment with Human Values
1145-FIND,Punctuations and Predicates in Language Models
1147-FIND,Test-time Corpus Feedback: From Retrieval to RAG
1184-FIND,Token-Wise Kernels (TWiKers) for Vicinity-Aware Attention in Transformers
1200-FIND,QueStER: Query Specification for Generative Keyword-Based Retrieval
1309-FIND,IMRNNs: An Efficient Method for Interpretable Dense Retrieval via Embedding Modulation
7743-TACL,Modelling analogies and analogical reasoning: connecting cognitive science theory and NLP research.
112-MAIN,Humans and transformer LMs: Abstraction drives language learning
245-MAIN,Surprisal from Larger Transformer-based Language Models Predicts fMRI Data More Poorly
771-MAIN,Recursive numeral systems are highly regular and easy to process
941-MAIN,"Strong Memory, Weak Control: An Empirical Study of Executive Functioning in LLMs"
57-IND,HotelQuEST: Balancing Quality and Efficiency in Agentic Search
65-IND,Beyond Grid Search: Leveraging Bayesian Optimization for Accelerating RAG Pipeline Optimization
73-IND,MobileCity: An Efficient Framework for Large-Scale Urban Behavior Simulation
74-IND,Is Micro Domain-Adaptive Pre-Training Effective for Real-World Operations? Multi-Step Evaluation Reveals Potential and Bottlenecks
96-IND,RegNLI: Detecting Online Product Misbranding through Legal and Linguistic Alignment
102-IND,Feedback-Aware Prompt Optimization Framework for Generating Job Postings
120-IND,Synthetic Data Fine-Tuning for Effective Team Formation in Enterprises
141-IND,Long-Context Long-Form Question Answering for Legal Domain
144-IND,ELO: Efficient Layer-Specific Optimization for Continual Pretraining of Multilingual LLMs
160-IND,DisGraph-RP: Graph-Augmented Temporal Modeling with Aspect-Based Contrastive Encoding of Discharge Summary for Readmission Prediction
58-MAIN,T2-RAGBench: Text-and-Table Aware Retrieval-Augmented Generation
224-MAIN,Say It Another Way: Auditing LLMs with a User-Grounded Automated Paraphrasing Framework
458-MAIN,DETECT: Determining Ease and Textual Clarity of German Text Simplifications
503-MAIN,Live API-Bench: 2500+ Live APIs for Testing Multi-Step Tool Calling
1315-MAIN,A Regex Minimization Benchmark: A PSPACE-Complete Challenge for Language Models
